time	cell.id	cell.type	neighbor.id	neighbor.type	length
0	1	0	4	0	0.0555556
0	2	0	6	0	0.0555556
0	2	0	7	0	0.0555556
0	2	0	10	1	0.0555556
0	3	0	5	0	0.0555556
0	3	0	6	0	0.0555556
0	3	0	8	0	0.0555556
0	3	0	10	1	0.0555556
0	4	0	1	0	0.0555556
0	4	0	7	0	0.0555556
0	4	0	9	0	0.0555556
0	5	0	3	0	0.0555556
0	5	0	6	0	0.0555556
0	5	0	7	0	0.0555556
0	5	0	8	0	0.0555556
0	5	0	9	0	0.0555556
0	5	0	10	1	0.0555556
0	6	0	2	0	0.0555556
0	6	0	3	0	0.0555556
0	6	0	5	0	0.0555556
0	6	0	7	0	0.0555556
0	6	0	10	1	0.0555556
0	7	0	2	0	0.0555556
0	7	0	4	0	0.0555556
0	7	0	5	0	0.0555556
0	7	0	6	0	0.0555556
0	7	0	8	0	0.0555556
0	7	0	9	0	0.0555556
0	7	0	10	1	0.0555556
0	8	0	3	0	0.0555556
0	8	0	5	0	0.0555556
0	8	0	7	0	0.0555556
0	8	0	9	0	0.0555556
0	8	0	10	1	0.0555556
0	9	0	4	0	0.0555556
0	9	0	5	0	0.0555556
0	9	0	7	0	0.0555556
0	9	0	8	0	0.0555556
0	10	1	2	0	0.0555556
0	10	1	3	0	0.0555556
0	10	1	5	0	0.0555556
0	10	1	6	0	0.0555556
0	10	1	7	0	0.0555556
0	10	1	8	0	0.0555556
1	1	0	2	0	0.111111
1	1	0	4	0	0.166667
1	1	0	7	0	0.111111
1	1	0	10	1	0.0555556
1	2	0	1	0	0.111111
1	2	0	3	0	0.0555556
1	2	0	6	0	0.111111
1	2	0	7	0	0.0555556
1	2	0	10	1	0.111111
1	3	0	2	0	0.0555556
1	3	0	5	0	0.0555556
1	3	0	6	0	0.0555556
1	3	0	8	0	0.0555556
1	3	0	10	1	0.0555556
1	4	0	1	0	0.166667
1	4	0	7	0	0.0555556
1	4	0	9	0	0.0555556
1	5	0	3	0	0.0555556
1	5	0	6	0	0.0555556
1	5	0	7	0	0.0555556
1	5	0	8	0	0.0555556
1	5	0	9	0	0.0555556
1	5	0	10	1	0.0555556
1	6	0	2	0	0.111111
1	6	0	3	0	0.0555556
1	6	0	5	0	0.0555556
1	6	0	7	0	0.0555556
1	6	0	10	1	0.0555556
1	7	0	1	0	0.111111
1	7	0	2	0	0.0555556
1	7	0	4	0	0.0555556
1	7	0	5	0	0.0555556
1	7	0	6	0	0.0555556
1	7	0	8	0	0.0555556
1	7	0	9	0	0.0555556
1	7	0	10	1	0.0555556
1	8	0	3	0	0.0555556
1	8	0	5	0	0.0555556
1	8	0	7	0	0.0555556
1	8	0	9	0	0.0555556
1	8	0	10	1	0.0555556
1	9	0	4	0	0.0555556
1	9	0	5	0	0.0555556
1	9	0	7	0	0.0555556
1	9	0	8	0	0.0555556
1	10	1	1	0	0.0555556
1	10	1	2	0	0.111111
1	10	1	3	0	0.0555556
1	10	1	5	0	0.0555556
1	10	1	6	0	0.0555556
1	10	1	7	0	0.0555556
1	10	1	8	0	0.0555556
2	1	0	2	0	0.111111
2	1	0	4	0	0.222222
2	1	0	7	0	0.111111
2	1	0	10	1	0.0555556
2	2	0	1	0	0.111111
2	2	0	6	0	0.0555556
2	2	0	7	0	0.0555556
2	2	0	10	1	0.0555556
2	3	0	5	0	0.0555556
2	3	0	6	0	0.0555556
2	3	0	8	0	0.0555556
2	3	0	10	1	0.0555556
2	4	0	1	0	0.222222
2	4	0	7	0	0.0555556
2	4	0	9	0	0.0555556
2	5	0	3	0	0.0555556
2	5	0	6	0	0.0555556
2	5	0	7	0	0.0555556
2	5	0	8	0	0.0555556
2	5	0	9	0	0.0555556
2	5	0	10	1	0.0555556
2	6	0	2	0	0.0555556
2	6	0	3	0	0.0555556
2	6	0	5	0	0.0555556
2	6	0	7	0	0.0555556
2	6	0	10	1	0.0555556
2	7	0	1	0	0.111111
2	7	0	2	0	0.0555556
2	7	0	4	0	0.0555556
2	7	0	5	0	0.0555556
2	7	0	6	0	0.0555556
2	7	0	8	0	0.0555556
2	7	0	9	0	0.0555556
2	7	0	10	1	0.0555556
2	8	0	3	0	0.0555556
2	8	0	5	0	0.0555556
2	8	0	7	0	0.0555556
2	8	0	9	0	0.0555556
2	8	0	10	1	0.0555556
2	9	0	4	0	0.0555556
2	9	0	5	0	0.0555556
2	9	0	7	0	0.0555556
2	9	0	8	0	0.0555556
2	10	1	1	0	0.0555556
2	10	1	2	0	0.0555556
2	10	1	3	0	0.0555556
2	10	1	5	0	0.0555556
2	10	1	6	0	0.0555556
2	10	1	7	0	0.0555556
2	10	1	8	0	0.0555556
3	1	0	2	0	0.111111
3	1	0	4	0	0.222222
3	1	0	7	0	0.111111
3	1	0	10	1	0.0555556
3	2	0	1	0	0.111111
3	2	0	6	0	0.0555556
3	2	0	7	0	0.0555556
3	2	0	10	1	0.0555556
3	3	0	5	0	0.0555556
3	3	0	6	0	0.0555556
3	3	0	8	0	0.0555556
3	3	0	10	1	0.0555556
3	4	0	1	0	0.222222
3	4	0	7	0	0.0555556
3	4	0	9	0	0.0555556
3	5	0	3	0	0.0555556
3	5	0	6	0	0.0555556
3	5	0	7	0	0.0555556
3	5	0	8	0	0.0555556
3	5	0	9	0	0.0555556
3	5	0	10	1	0.0555556
3	6	0	2	0	0.0555556
3	6	0	3	0	0.0555556
3	6	0	5	0	0.0555556
3	6	0	7	0	0.0555556
3	6	0	10	1	0.0555556
3	7	0	1	0	0.111111
3	7	0	2	0	0.0555556
3	7	0	4	0	0.0555556
3	7	0	5	0	0.0555556
3	7	0	6	0	0.0555556
3	7	0	8	0	0.0555556
3	7	0	9	0	0.0555556
3	7	0	10	1	0.0555556
3	8	0	3	0	0.0555556
3	8	0	5	0	0.0555556
3	8	0	7	0	0.0555556
3	8	0	9	0	0.0555556
3	8	0	10	1	0.0555556
3	9	0	4	0	0.0555556
3	9	0	5	0	0.0555556
3	9	0	7	0	0.0555556
3	9	0	8	0	0.0555556
3	10	1	1	0	0.0555556
3	10	1	2	0	0.0555556
3	10	1	3	0	0.0555556
3	10	1	5	0	0.0555556
3	10	1	6	0	0.0555556
3	10	1	7	0	0.0555556
3	10	1	8	0	0.0555556
4	1	0	2	0	0.333333
4	1	0	4	0	0.222222
4	1	0	7	0	0.166667
4	1	0	10	1	0.0555556
4	2	0	1	0	0.333333
4	2	0	4	0	0.166667
4	2	0	5	0	0.111111
4	2	0	6	0	0.222222
4	2	0	7	0	0.222222
4	2	0	10	1	0.277778
4	3	0	5	0	0.111111
4	3	0	6	0	0.111111
4	3	0	8	0	0.0555556
4	3	0	10	1	0.111111
4	4	0	1	0	0.222222
4	4	0	2	0	0.166667
4	4	0	7	0	0.166667
4	4	0	9	0	0.0555556
4	5	0	2	0	0.111111
4	5	0	3	0	0.111111
4	5	0	6	0	0.222222
4	5	0	7	0	0.222222
4	5	0	8	0	0.111111
4	5	0	9	0	0.222222
4	5	0	10	1	0.222222
4	6	0	2	0	0.222222
4	6	0	3	0	0.111111
4	6	0	5	0	0.222222
4	6	0	7	0	0.0555556
4	6	0	10	1	0.222222
4	7	0	1	0	0.166667
4	7	0	2	0	0.222222
4	7	0	4	0	0.166667
4	7	0	5	0	0.222222
4	7	0	6	0	0.0555556
4	7	0	8	0	0.111111
4	7	0	9	0	0.222222
4	7	0	10	1	0.166667
4	8	0	3	0	0.0555556
4	8	0	5	0	0.111111
4	8	0	7	0	0.111111
4	8	0	9	0	0.111111
4	8	0	10	1	0.111111
4	9	0	4	0	0.0555556
4	9	0	5	0	0.222222
4	9	0	7	0	0.222222
4	9	0	8	0	0.111111
4	9	0	10	1	0.0555556
4	10	1	1	0	0.0555556
4	10	1	2	0	0.277778
4	10	1	3	0	0.111111
4	10	1	5	0	0.222222
4	10	1	6	0	0.222222
4	10	1	7	0	0.166667
4	10	1	8	0	0.111111
4	10	1	9	0	0.0555556
5	1	0	2	0	0.333333
5	1	0	4	0	0.222222
5	1	0	5	0	0.0555556
5	1	0	7	0	0.166667
5	1	0	10	1	0.0555556
5	2	0	1	0	0.333333
5	2	0	4	0	0.222222
5	2	0	5	0	0.333333
5	2	0	6	0	0.388889
5	2	0	7	0	0.277778
5	2	0	9	0	0.0555556
5	2	0	10	1	0.166667
5	3	0	5	0	0.111111
5	3	0	6	0	0.166667
5	3	0	8	0	0.0555556
5	3	0	10	1	0.0555556
5	4	0	1	0	0.222222
5	4	0	2	0	0.222222
5	4	0	7	0	0.166667
5	4	0	9	0	0.0555556
5	5	0	1	0	0.0555556
5	5	0	2	0	0.333333
5	5	0	3	0	0.111111
5	5	0	6	0	0.444444
5	5	0	7	0	0.333333
5	5	0	8	0	0.166667
5	5	0	9	0	0.333333
5	5	0	10	1	0.166667
5	6	0	2	0	0.388889
5	6	0	3	0	0.166667
5	6	0	5	0	0.444444
5	6	0	7	0	0.111111
5	6	0	8	0	0.0555556
5	6	0	9	0	0.0555556
5	6	0	10	1	0.166667
5	7	0	1	0	0.166667
5	7	0	2	0	0.277778
5	7	0	4	0	0.166667
5	7	0	5	0	0.333333
5	7	0	6	0	0.111111
5	7	0	8	0	0.111111
5	7	0	9	0	0.222222
5	7	0	10	1	0.111111
5	8	0	3	0	0.0555556
5	8	0	5	0	0.166667
5	8	0	6	0	0.0555556
5	8	0	7	0	0.111111
5	8	0	9	0	0.111111
5	8	0	10	1	0.0555556
5	9	0	2	0	0.0555556
5	9	0	4	0	0.0555556
5	9	0	5	0	0.333333
5	9	0	6	0	0.0555556
5	9	0	7	0	0.222222
5	9	0	8	0	0.111111
5	10	1	1	0	0.0555556
5	10	1	2	0	0.166667
5	10	1	3	0	0.0555556
5	10	1	5	0	0.166667
5	10	1	6	0	0.166667
5	10	1	7	0	0.111111
5	10	1	8	0	0.0555556
6	1	0	2	0	0.444444
6	1	0	4	0	0.222222
6	1	0	5	0	0.166667
6	1	0	7	0	0.277778
6	1	0	10	1	0.111111
6	2	0	1	0	0.444444
6	2	0	4	0	0.388889
6	2	0	5	0	0.388889
6	2	0	6	0	0.333333
6	2	0	7	0	0.5
6	2	0	9	0	0.0555556
6	2	0	10	1	0.388889
6	3	0	5	0	0.111111
6	3	0	6	0	0.166667
6	3	0	8	0	0.0555556
6	3	0	10	1	0.111111
6	4	0	1	0	0.222222
6	4	0	2	0	0.388889
6	4	0	5	0	0.0555556
6	4	0	7	0	0.333333
6	4	0	9	0	0.0555556
6	4	0	10	1	0.0555556
6	5	0	1	0	0.166667
6	5	0	2	0	0.388889
6	5	0	3	0	0.111111
6	5	0	4	0	0.0555556
6	5	0	6	0	0.555556
6	5	0	7	0	0.555556
6	5	0	8	0	0.222222
6	5	0	9	0	0.444444
6	5	0	10	1	0.444444
6	6	0	2	0	0.333333
6	6	0	3	0	0.166667
6	6	0	5	0	0.555556
6	6	0	7	0	0.0555556
6	6	0	8	0	0.0555556
6	6	0	9	0	0.0555556
6	6	0	10	1	0.333333
6	7	0	1	0	0.277778
6	7	0	2	0	0.5
6	7	0	4	0	0.333333
6	7	0	5	0	0.555556
6	7	0	6	0	0.0555556
6	7	0	8	0	0.111111
6	7	0	9	0	0.277778
6	7	0	10	1	0.277778
6	8	0	3	0	0.0555556
6	8	0	5	0	0.222222
6	8	0	6	0	0.0555556
6	8	0	7	0	0.111111
6	8	0	9	0	0.111111
6	8	0	10	1	0.111111
6	9	0	2	0	0.0555556
6	9	0	4	0	0.0555556
6	9	0	5	0	0.444444
6	9	0	6	0	0.0555556
6	9	0	7	0	0.277778
6	9	0	8	0	0.111111
6	9	0	10	1	0.111111
6	10	1	1	0	0.111111
6	10	1	2	0	0.388889
6	10	1	3	0	0.111111
6	10	1	4	0	0.0555556
6	10	1	5	0	0.444444
6	10	1	6	0	0.333333
